"peripheral name","peripheral address","time since the scan start at: 19:15:54.964","RSSI value [dB]"
"ble_beacon1","E4:65:B8:DA:24:EE","0.025","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","0.070","-57"
"ble_beacon1","E4:65:B8:DA:24:EE","0.154","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","0.195","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","0.327","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","0.373","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","0.512","-52"
"ble_beacon1","E4:65:B8:DA:24:EE","0.562","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","0.691","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","0.787","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","0.832","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","0.974","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","1.019","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","1.664","-52"
"ble_beacon1","E4:65:B8:DA:24:EE","1.786","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","2.103","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","2.145","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","2.319","-55"
"ble_beacon1","E4:65:B8:DA:24:EE","2.360","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","2.781","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","2.823","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","2.868","-57"
"ble_beacon1","E4:65:B8:DA:24:EE","3.183","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","3.232","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","3.367","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","3.451","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","3.768","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","4.267","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","4.314","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","4.415","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","4.465","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","4.507","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","4.588","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","4.814","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","5.047","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","5.085","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","5.127","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","5.207","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","5.297","-55"
"ble_beacon1","E4:65:B8:DA:24:EE","5.386","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","5.664","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","5.759","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","5.804","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","5.850","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","6.110","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","6.150","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","6.198","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","6.335","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","6.564","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","6.649","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","6.788","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","6.957","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","7.006","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","7.095","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","7.185","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","7.284","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","7.375","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","7.512","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","7.605","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","7.738","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","7.832","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","7.874","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","7.926","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","8.011","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","8.059","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","8.106","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","8.147","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","8.285","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","8.365","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","8.453","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","8.724","-55"
"ble_beacon1","E4:65:B8:DA:24:EE","8.765","-40"
"ble_beacon1","E4:65:B8:DA:24:EE","8.905","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","9.040","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","9.096","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","9.172","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","9.310","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","9.354","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","9.482","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","9.572","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","9.697","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","9.968","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","10.327","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","10.417","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","10.633","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","10.676","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","10.766","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","10.810","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","10.853","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","10.896","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","10.945","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","10.984","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","11.074","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","11.264","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","11.311","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","11.410","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","11.447","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","11.490","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","11.538","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","11.633","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","11.674","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","11.989","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","12.030","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","12.166","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","12.208","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","12.262","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","12.396","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","12.814","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","12.856","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","12.955","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","12.981","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","13.075","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","13.123","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","13.208","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","13.293","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","13.345","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","13.387","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","13.564","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","13.614","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","13.832","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","13.926","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","13.978","-60"
"ble_beacon1","E4:65:B8:DA:24:EE","14.113","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","14.244","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","14.281","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","14.640","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","14.688","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","14.898","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","14.942","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","14.986","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","15.173","-41"
"ble_beacon1","E4:65:B8:DA:24:EE","15.215","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","15.297","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","15.341","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","15.390","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","15.429","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","15.474","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","15.521","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","15.753","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","15.941","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","16.033","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","16.127","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","16.406","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","16.548","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","16.634","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","16.769","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","16.996","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","17.041","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","17.082","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","17.220","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","17.307","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","17.540","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","17.631","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","17.764","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","17.811","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","17.898","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","18.029","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","18.078","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","18.296","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","18.389","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","18.525","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","18.618","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","18.665","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","18.706","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","18.749","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","18.789","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","18.832","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","18.928","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","19.229","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","19.270","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","19.395","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","19.443","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","19.576","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","19.619","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","19.755","-59"
"ble_beacon1","E4:65:B8:DA:24:EE","19.761","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","19.845","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","19.889","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","19.936","-51"
"ble_beacon1","E4:65:B8:DA:24:EE","19.978","-56"
"ble_beacon1","E4:65:B8:DA:24:EE","20.116","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","20.160","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","20.256","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","20.300","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","20.340","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","20.379","-54"
"ble_beacon1","E4:65:B8:DA:24:EE","20.416","-57"
"ble_beacon1","E4:65:B8:DA:24:EE","20.504","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","20.593","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","20.734","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","21.054","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","21.097","-53"
"ble_beacon1","E4:65:B8:DA:24:EE","21.138","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","21.185","-57"
"ble_beacon1","E4:65:B8:DA:24:EE","21.228","-58"
"ble_beacon1","E4:65:B8:DA:24:EE","21.271","-58"
