"peripheral name","peripheral address","time since the scan start at: 14:56:27.137","RSSI value [dB]"
"ble_beacon9","E4:65:B8:DA:25:46","0.029","-60"
"ble_beacon9","E4:65:B8:DA:25:46","0.122","-60"
"ble_beacon9","E4:65:B8:DA:25:46","0.158","-60"
"ble_beacon9","E4:65:B8:DA:25:46","0.254","-58"
"ble_beacon9","E4:65:B8:DA:25:46","0.304","-58"
"ble_beacon9","E4:65:B8:DA:25:46","0.345","-58"
"ble_beacon9","E4:65:B8:DA:25:46","0.389","-58"
"ble_beacon9","E4:65:B8:DA:25:46","0.790","-59"
"ble_beacon9","E4:65:B8:DA:25:46","1.209","-63"
"ble_beacon9","E4:65:B8:DA:25:46","1.250","-54"
"ble_beacon9","E4:65:B8:DA:25:46","1.297","-55"
"ble_beacon9","E4:65:B8:DA:25:46","1.476","-58"
"ble_beacon9","E4:65:B8:DA:25:46","1.518","-57"
"ble_beacon9","E4:65:B8:DA:25:46","1.660","-68"
"ble_beacon9","E4:65:B8:DA:25:46","1.705","-68"
"ble_beacon9","E4:65:B8:DA:25:46","1.929","-58"
"ble_beacon9","E4:65:B8:DA:25:46","1.974","-59"
"ble_beacon9","E4:65:B8:DA:25:46","2.022","-57"
"ble_beacon9","E4:65:B8:DA:25:46","2.066","-59"
"ble_beacon9","E4:65:B8:DA:25:46","2.110","-59"
"ble_beacon9","E4:65:B8:DA:25:46","2.427","-58"
"ble_beacon9","E4:65:B8:DA:25:46","2.603","-56"
"ble_beacon9","E4:65:B8:DA:25:46","2.695","-58"
"ble_beacon9","E4:65:B8:DA:25:46","2.744","-57"
"ble_beacon9","E4:65:B8:DA:25:46","3.395","-57"
"ble_beacon9","E4:65:B8:DA:25:46","3.483","-57"
"ble_beacon9","E4:65:B8:DA:25:46","3.678","-58"
"ble_beacon9","E4:65:B8:DA:25:46","3.945","-57"
"ble_beacon9","E4:65:B8:DA:25:46","3.995","-58"
"ble_beacon9","E4:65:B8:DA:25:46","4.173","-56"
"ble_beacon9","E4:65:B8:DA:25:46","4.260","-57"
"ble_beacon9","E4:65:B8:DA:25:46","4.532","-67"
"ble_beacon9","E4:65:B8:DA:25:46","4.622","-58"
"ble_beacon9","E4:65:B8:DA:25:46","4.669","-58"
"ble_beacon9","E4:65:B8:DA:25:46","4.712","-57"
"ble_beacon9","E4:65:B8:DA:25:46","4.762","-57"
"ble_beacon9","E4:65:B8:DA:25:46","4.851","-57"
"ble_beacon9","E4:65:B8:DA:25:46","5.205","-57"
"ble_beacon9","E4:65:B8:DA:25:46","5.250","-57"
"ble_beacon9","E4:65:B8:DA:25:46","5.294","-58"
"ble_beacon9","E4:65:B8:DA:25:46","5.467","-57"
"ble_beacon9","E4:65:B8:DA:25:46","5.507","-57"
"ble_beacon9","E4:65:B8:DA:25:46","5.824","-58"
"ble_beacon9","E4:65:B8:DA:25:46","5.950","-57"
"ble_beacon9","E4:65:B8:DA:25:46","6.123","-57"
"ble_beacon9","E4:65:B8:DA:25:46","6.489","-58"
"ble_beacon9","E4:65:B8:DA:25:46","6.538","-57"
"ble_beacon9","E4:65:B8:DA:25:46","6.585","-58"
"ble_beacon9","E4:65:B8:DA:25:46","6.766","-57"
"ble_beacon9","E4:65:B8:DA:25:46","6.806","-57"
"ble_beacon9","E4:65:B8:DA:25:46","6.897","-69"
"ble_beacon9","E4:65:B8:DA:25:46","7.076","-58"
"ble_beacon9","E4:65:B8:DA:25:46","7.119","-57"
"ble_beacon9","E4:65:B8:DA:25:46","7.166","-58"
"ble_beacon9","E4:65:B8:DA:25:46","7.744","-57"
"ble_beacon9","E4:65:B8:DA:25:46","7.785","-58"
"ble_beacon9","E4:65:B8:DA:25:46","7.921","-57"
"ble_beacon9","E4:65:B8:DA:25:46","7.966","-57"
"ble_beacon9","E4:65:B8:DA:25:46","8.004","-57"
"ble_beacon9","E4:65:B8:DA:25:46","8.096","-57"
"ble_beacon9","E4:65:B8:DA:25:46","8.414","-58"
"ble_beacon9","E4:65:B8:DA:25:46","8.558","-57"
"ble_beacon9","E4:65:B8:DA:25:46","8.609","-58"
"ble_beacon9","E4:65:B8:DA:25:46","8.655","-57"
