"peripheral name","peripheral address","time since the scan start at: 17:43:25.641","RSSI value [dB]"
"BLErasp5","B8:27:EB:2A:B6:D3","1.082","-44"
"BLErasp5","B8:27:EB:2A:B6:D3","2.362","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","4.923","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","6.203","-42"
"BLErasp5","B8:27:EB:2A:B6:D3","8.769","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","10.052","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","11.333","-43"
"BLErasp5","B8:27:EB:2A:B6:D3","15.189","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","16.466","-43"
"BLErasp5","B8:27:EB:2A:B6:D3","17.746","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","19.024","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","20.309","-42"
"BLErasp5","B8:27:EB:2A:B6:D3","21.589","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","24.154","-41"
"BLErasp5","B8:27:EB:2A:B6:D3","25.430","-41"
"BLErasp5","B8:27:EB:2A:B6:D3","26.715","-43"
"BLErasp5","B8:27:EB:2A:B6:D3","27.997","-41"
"BLErasp5","B8:27:EB:2A:B6:D3","29.278","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","30.559","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","31.840","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","33.125","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","34.406","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","35.692","-42"
"BLErasp5","B8:27:EB:2A:B6:D3","36.971","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","38.253","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","39.533","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","42.095","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","43.375","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","45.936","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","48.499","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","49.781","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","52.340","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","56.195","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","57.476","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","58.762","-42"
"BLErasp5","B8:27:EB:2A:B6:D3","60.043","-41"
"BLErasp5","B8:27:EB:2A:B6:D3","61.326","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","62.606","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","63.890","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","65.169","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","66.453","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","67.733","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","69.013","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","71.573","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","74.132","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","76.694","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","77.975","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","97.204","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","101.047","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","102.328","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","103.611","-40"
"BLErasp5","B8:27:EB:2A:B6:D3","106.177","-39"
"BLErasp5","B8:27:EB:2A:B6:D3","108.741","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","110.025","-37"
"BLErasp5","B8:27:EB:2A:B6:D3","111.307","-42"
"BLErasp5","B8:27:EB:2A:B6:D3","113.869","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","115.149","-38"
"BLErasp5","B8:27:EB:2A:B6:D3","116.435","-41"
"BLErasp5","B8:27:EB:2A:B6:D3","117.718","-37"
