"peripheral name","peripheral address","time since the scan start at: 19:18:04.544","RSSI value [dB]"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.026","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.068","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.156","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.342","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.660","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.754","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.884","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","0.929","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","1.096","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","1.236","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","1.552","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","1.732","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","1.920","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.096","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.227","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.273","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.318","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.408","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.501","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.638","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.717","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.808","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.953","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","2.999","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.257","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.391","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.437","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.520","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.611","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.653","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.698","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.924","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","3.969","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","4.823","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","4.958","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.050","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.326","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.496","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.539","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.579","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.858","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","5.997","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","6.140","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","6.419","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","6.502","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","6.593","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","6.633","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.052","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.185","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.327","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.598","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.644","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.735","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.780","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.870","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","7.960","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.003","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.044","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.093","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.270","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.359","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.457","-68"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.504","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.738","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","8.962","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.050","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.267","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.317","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.406","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.497","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.685","-62"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.774","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.822","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","9.967","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","10.010","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","10.415","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","10.457","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","10.501","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","10.541","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","10.732","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.060","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.111","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.155","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.201","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.611","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.658","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.703","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.747","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","11.970","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","12.283","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","12.833","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","12.878","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","13.011","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","13.555","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","13.955","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.126","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.172","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.216","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.409","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.496","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.541","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.889","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.930","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","14.975","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.024","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.205","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.249","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.686","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.723","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.769","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.819","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.862","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.864","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","15.911","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","16.009","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","16.238","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","16.282","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","16.370","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","16.506","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","16.782","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.110","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.243","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.422","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.610","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.744","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.793","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","17.884","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","18.331","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","18.466","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","18.690","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","18.822","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","18.910","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","19.137","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","19.265","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","19.493","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","19.535","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","19.671","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","19.859","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","20.087","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","20.275","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","20.325","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","20.407","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","20.492","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","20.719","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","21.120","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","21.211","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","21.612","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","21.883","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.199","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.289","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.331","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.466","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.549","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.587","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.783","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.829","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.878","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","22.967","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.103","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.241","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.385","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.432","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.475","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.567","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.696","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.786","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","23.968","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.007","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.051","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.101","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.194","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.240","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.378","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.552","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.683","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.729","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.820","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.868","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.910","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","24.956","-72"
"ble_beacon10","E4:65:B8:DA:1D:F6","25.040","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","25.082","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","25.265","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","25.316","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","25.450","-65"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.001","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.085","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.130","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.179","-64"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.312","-66"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.636","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","26.722","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","27.598","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","27.966","-67"
"ble_beacon10","E4:65:B8:DA:1D:F6","28.012","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","28.275","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","28.621","-70"
"ble_beacon10","E4:65:B8:DA:1D:F6","28.712","-71"
"ble_beacon10","E4:65:B8:DA:1D:F6","28.801","-63"
"ble_beacon10","E4:65:B8:DA:1D:F6","28.946","-67"
