"peripheral name","peripheral address","time since the scan start at: 16:14:35.730","RSSI value [dB]"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-606.450","-50"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-606.406","-50"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-606.142","-54"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-606.100","-54"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-605.869","-42"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-605.819","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-605.731","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-605.548","-55"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-605.052","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-604.545","-46"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-604.450","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-604.260","-56"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-604.216","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-604.173","-63"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-603.999","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-603.868","-46"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-603.646","-63"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.883","-57"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.836","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.656","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.614","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.286","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.202","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.159","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-602.118","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-601.982","-57"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-601.623","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-601.537","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-601.405","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-601.360","-49"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-601.050","-63"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-600.836","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-600.609","-55"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-600.264","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-600.220","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-600.172","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-600.081","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-599.846","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-599.627","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-599.488","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.959","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.868","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.723","-55"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.677","-56"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.591","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.415","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-598.283","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-597.923","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-597.727","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-597.603","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-597.554","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-597.504","-55"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-597.156","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.974","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.842","-55"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.531","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.397","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.354","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.307","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.215","-56"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-596.129","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-595.897","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-595.859","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-595.601","-55"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-595.270","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-595.225","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-595.093","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-594.959","-56"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-594.598","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-594.554","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-594.509","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-594.191","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-594.021","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-593.887","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-593.649","-59"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-593.557","-60"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-593.340","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-593.214","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-592.808","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-592.766","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-592.578","-48"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-592.169","-61"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-592.122","-47"
"BLEBeacon8_esp","24:6F:28:25:5D:CE","-591.989","-47"
