"peripheral name","peripheral address","time since the scan start at: 18:55:40.481","RSSI value [dB]"
"ble_beacon12","94:B9:7E:E6:7A:72","0.040","-42"
"ble_beacon12","94:B9:7E:E6:7A:72","0.087","-42"
"ble_beacon12","94:B9:7E:E6:7A:72","0.134","-41"
"ble_beacon12","94:B9:7E:E6:7A:72","0.179","-41"
"ble_beacon12","94:B9:7E:E6:7A:72","0.224","-48"
"ble_beacon12","94:B9:7E:E6:7A:72","0.271","-48"
"ble_beacon12","94:B9:7E:E6:7A:72","0.325","-49"
"ble_beacon12","94:B9:7E:E6:7A:72","0.406","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","0.449","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","0.586","-42"
"ble_beacon12","94:B9:7E:E6:7A:72","0.633","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","0.682","-42"
"ble_beacon12","94:B9:7E:E6:7A:72","0.814","-48"
"ble_beacon12","94:B9:7E:E6:7A:72","0.857","-52"
"ble_beacon12","94:B9:7E:E6:7A:72","0.991","-45"
"ble_beacon12","94:B9:7E:E6:7A:72","1.037","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.127","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.174","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.218","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.265","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.405","-51"
"ble_beacon12","94:B9:7E:E6:7A:72","1.448","-50"
"ble_beacon12","94:B9:7E:E6:7A:72","1.546","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.591","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.673","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.715","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.769","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.809","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","1.857","-52"
"ble_beacon12","94:B9:7E:E6:7A:72","1.958","-51"
"ble_beacon12","94:B9:7E:E6:7A:72","2.006","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","2.050","-34"
"ble_beacon12","94:B9:7E:E6:7A:72","2.090","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","2.132","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","2.217","-53"
"ble_beacon12","94:B9:7E:E6:7A:72","2.265","-50"
"ble_beacon12","94:B9:7E:E6:7A:72","2.360","-51"
"ble_beacon12","94:B9:7E:E6:7A:72","2.409","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","2.499","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","2.539","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","2.625","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","2.669","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","2.756","-51"
"ble_beacon12","94:B9:7E:E6:7A:72","2.844","-51"
"ble_beacon12","94:B9:7E:E6:7A:72","2.886","-52"
"ble_beacon12","94:B9:7E:E6:7A:72","2.937","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","2.981","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","3.032","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","3.076","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.113","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.155","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.201","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.245","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.376","-51"
"ble_beacon12","94:B9:7E:E6:7A:72","3.421","-52"
"ble_beacon12","94:B9:7E:E6:7A:72","3.470","-44"
"ble_beacon12","94:B9:7E:E6:7A:72","3.652","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.698","-43"
"ble_beacon12","94:B9:7E:E6:7A:72","3.824","-52"
